Lot Area,Bedroom AbvGr,Year Built,1st Flr SF,2nd Flr SF,Full Bath,Bsmt Full Bath,Garage Cars,Garage Area,TotalSF,SalePrice
8640,3,2009,1314,0,2,1,2,1043,3035,229456
8640,3,2008,1402,0,2,0,2,438,2642,229800
12606,3,2007,1530,0,2,0,3,517,3672,250000
9187,2,2009,1766,0,2,1,3,711,3314,370878
7500,2,2006,1448,0,2,0,2,615,3006,238500
11003,3,2008,1026,981,2,1,3,400,2442,310000
10603,3,2006,909,886,2,1,3,588,3106,270000
10574,3,2005,1082,871,2,0,3,628,2465,252000
8125,2,2006,1112,438,2,1,2,576,2436,241000
8125,3,2008,1836,0,2,0,2,484,2282,264500
10625,3,2006,1662,0,2,1,3,0,2316,291000
9375,4,2003,912,1182,2,0,2,478,2647,263000
7500,2,2004,1221,0,2,1,2,845,3024,185000
8736,3,2003,1553,0,2,1,2,555,2376,234500
8127,3,2003,812,841,2,1,2,576,2228,209000
9605,3,2007,1218,0,1,0,2,0,2228,159000
7500,3,2006,1141,0,1,1,2,576,2228,152000
7500,3,2004,1158,0,1,0,0,788,2900,143500
10628,3,2004,871,941,2,0,2,559,3035,193000
10141,3,2004,1512,0,2,0,3,620,3688,203000
10083,2,2003,1200,0,2,1,2,527,2888,184900
13072,3,2004,1114,0,1,0,2,528,2546,159000
13072,3,2004,1114,0,1,0,0,288,1843,142000
12450,3,2003,1114,0,2,1,2,542,2664,153000
7328,2,2008,1450,0,2,0,3,495,2294,224243
11492,4,1996,913,1209,2,1,2,465,2076,220000
10994,2,2005,1844,0,2,1,2,612,1882,257000
8529,3,2001,1434,0,2,0,2,294,1562,189000
7703,3,1992,833,897,2,0,2,360,1568,171500
10762,3,1980,626,591,1,0,1,400,1960,120000
7175,2,1990,1332,0,2,0,2,484,1960,145000
9109,3,1994,754,786,2,1,2,732,1728,184000
10274,3,1986,698,702,2,0,2,440,1728,162000
8250,4,1981,964,918,2,0,2,288,2044,160000
8400,2,1950,841,0,1,0,1,300,1824,82000
9000,2,1928,784,0,1,0,2,264,2008,76000
9750,3,1962,980,0,1,1,2,360,1728,110000
7064,3,1977,980,0,1,0,2,252,1824,135000
8499,3,1961,864,0,1,1,2,864,4028,141000
9079,2,1961,864,0,1,0,1,524,2730,122000
9316,3,1965,1020,0,2,0,1,704,4381,124100
7791,3,1963,912,0,1,1,1,528,1836,129000
10000,3,1961,1144,0,1,1,1,528,1836,131400
8281,3,1965,864,0,1,0,1,561,3452,62383
7150,3,1962,912,0,1,0,1,641,2401,123000
15676,2,1980,2014,0,2,1,3,440,2200,275000
11949,3,1991,975,780,2,0,2,440,2268,235000
2880,3,2004,1376,1629,2,0,3,506,2143,280750
3951,2,2009,612,612,2,0,2,480,2709,164500
3000,2,2009,612,612,2,0,2,642,3388,173733
3830,2,2008,1726,0,2,0,2,484,2452,222000
4217,1,2008,1256,0,1,1,2,540,3480,195000
3230,3,1999,742,729,2,0,2,527,2891,172500
2998,2,2000,756,756,2,1,2,490,2901,180000
3768,3,1999,713,739,2,1,2,441,2283,156000
2645,3,1999,983,756,2,1,2,615,2884,172500
14694,2,1977,1694,0,2,1,2,462,2978,318750
3782,1,1981,1226,0,1,1,2,484,3197,211500
15417,2,1981,1740,0,1,0,2,784,2819,241600
9600,4,1976,1487,1012,2,0,2,497,2118,180500
9991,3,1976,1620,0,2,1,2,515,3572,150000
11700,4,1968,829,727,1,0,2,480,3404,154000
11717,2,1970,1442,0,2,0,2,502,2624,185000
9156,3,1968,1489,0,2,0,2,336,2432,185750
10382,3,1973,1107,983,2,1,2,520,3196,200000
12732,3,1974,1285,782,2,0,2,630,2684,206000
12936,3,1972,735,660,1,0,2,583,3330,162000
10400,5,1967,1271,1369,2,0,2,528,2475,256900
17871,3,1967,1724,0,1,1,2,312,1728,197900
9600,3,1969,1336,0,2,0,2,440,3136,163000
9000,3,1969,1216,0,1,1,1,429,1850,113000
13774,4,1977,1316,972,1,0,2,498,3226,230000
9650,2,1977,1334,0,2,0,2,495,2552,167900
10140,3,1998,1680,0,2,1,2,457,2714,213250
8400,3,2001,810,855,2,1,2,396,1788,227000
7130,2,1967,864,0,1,0,1,308,1728,130000
9600,3,1967,1568,0,1,0,2,300,1728,143000
9100,2,1965,925,0,1,0,1,768,2402,117500
9600,4,1974,1165,896,2,0,2,576,2776,168500
16500,3,1971,1320,0,2,0,2,888,3360,172500
9790,3,1967,1342,0,2,0,2,472,3032,161500
7436,2,1960,894,0,1,1,2,610,2626,141500
8125,3,1959,864,0,1,0,1,520,2584,118000
9100,2,1959,864,0,1,0,1,480,2308,127500
9450,3,1957,1362,0,1,1,3,549,2884,140000
13495,3,1956,1728,0,2,1,2,645,2572,177625
11475,4,1958,1776,0,2,1,3,270,2082,110000
10004,3,1964,1516,0,1,0,2,368,2784,167000
9350,3,1961,1313,0,1,1,2,330,1920,153000
10500,3,1964,1292,0,1,1,2,0,1128,145100
11000,3,1966,1154,0,1,0,2,352,1912,154000
8970,4,1965,825,1315,2,0,2,505,3010,177500
12095,3,1964,1445,0,1,0,2,550,3371,158000
9600,3,1959,1041,0,1,1,1,418,3060,124500
11475,4,1961,1576,0,1,1,2,338,2100,174500
9768,2,1955,960,0,1,1,1,271,2524,122000
5330,2,1940,708,0,1,0,0,264,2226,82500
7015,3,1950,979,224,1,1,1,792,3168,110000
12160,2,1953,1505,0,1,1,2,530,2906,149500
9900,2,1967,1691,0,1,1,2,514,2788,175000
9600,3,1953,1644,0,1,1,2,542,3129,167000
9600,2,1956,1050,0,1,0,1,486,2754,128900
9600,3,1950,1112,556,1,0,1,509,3038,140000
9600,3,1950,1113,0,1,0,1,576,2784,147000
8944,4,1967,1584,0,2,0,3,368,2453,124000
10573,3,1961,1453,0,2,1,2,286,2313,187500
9500,3,1963,1394,0,1,1,2,442,2956,159000
14695,2,1966,1567,0,2,1,2,441,2658,256000
13600,3,1965,1186,800,2,0,2,297,1976,205000
13000,4,1968,1182,960,2,0,1,338,2872,193500
13560,2,1968,1392,0,1,1,2,297,2430,110000
12513,4,1920,1281,457,2,0,1,304,2404,104900
8760,3,1956,1144,0,1,1,1,350,2764,150000
8400,3,1957,1478,0,1,1,2,294,2400,156500
12285,3,1960,1329,0,1,0,2,884,2744,176000
9240,3,1959,988,0,2,1,1,498,2594,149500
9600,3,1958,1632,0,2,1,1,495,3732,139000
12400,3,1958,1215,0,1,0,1,297,2124,155000
8750,3,1956,1202,0,1,0,1,270,1927,120000
8750,3,1955,1382,0,1,0,1,480,1743,153000
10400,3,1956,1200,0,1,1,1,672,2010,144000
19296,3,1962,1382,0,1,1,2,288,2371,176000
8532,3,1954,1297,0,1,0,2,240,1586,153000
9482,4,1958,1866,0,2,0,2,230,2062,135000
8128,3,1954,1062,0,1,1,1,616,1210,131000
10634,3,1953,1319,0,1,1,1,420,2677,123000
13070,2,1951,1112,0,1,0,2,410,2226,126000
10434,2,1955,1005,0,1,0,2,246,2400,115000
14559,2,1951,1363,0,1,1,1,240,1944,164900
8480,2,1945,793,0,1,1,1,366,1584,113000
7626,2,1952,1031,0,1,1,1,180,2172,145500
9533,2,1953,1210,0,1,0,1,720,2028,102900
10615,3,1900,1014,685,2,1,2,281,1444,95000
11419,3,1948,801,726,1,1,2,240,1560,152500
9600,3,1950,1200,0,1,0,1,264,2132,129900
8000,2,1948,972,0,1,1,1,528,2626,132000
5470,2,1958,792,0,1,0,1,624,2250,99900
10410,3,1916,808,704,2,0,1,0,1015,135000
10800,4,1939,676,676,2,0,2,338,2214,149000
8146,2,1900,717,322,1,0,1,576,1566,114000
9022,2,1924,792,0,1,0,1,320,1355,109500
10230,3,1925,1078,0,1,0,1,907,3792,125000
10410,3,1915,1313,0,2,0,2,364,2760,142900
7200,4,1910,930,760,2,0,2,480,2080,156500
5400,2,1940,599,0,1,1,0,968,3882,59000
5400,2,1920,840,534,1,0,1,480,1902,105000
10800,2,1920,846,0,1,0,2,308,2210,106000
10800,1,1890,725,0,1,0,1,756,2298,78500
9671,6,1969,1248,1296,2,0,3,498,2956,190000
10143,3,1963,1380,0,1,0,1,384,1302,154000
11500,3,1967,1040,0,1,1,2,288,1868,163000
11643,6,1969,1338,1296,2,1,4,400,1040,200000
8010,2,1958,951,0,1,1,2,900,1928,143500
10454,3,1957,1105,0,1,0,1,420,1040,135000
8712,2,1957,1306,0,1,1,1,240,3112,153000
17600,3,1960,1478,0,2,1,2,294,2082,157500
9000,2,1958,1142,0,1,0,1,294,2368,113500
12144,3,1949,1036,0,1,0,1,240,1464,133000
8544,2,1950,1040,0,2,0,2,288,1711,92900
8064,3,1950,765,368,1,0,2,672,2296,128500
7200,2,1949,1040,0,2,0,2,384,2293,90000
7200,3,1950,1136,768,1,1,1,576,1928,138000
7350,3,1958,1041,0,1,0,1,483,2586,128000
7560,3,1958,1339,0,1,0,1,564,1882,139000
7200,2,1952,732,0,1,1,1,264,2090,118900
8000,3,1959,1183,0,1,1,1,308,1788,138000
7931,3,1959,1148,0,1,1,1,210,2042,132500
10800,4,1949,832,629,2,0,1,440,1670,133500
8064,3,1948,1064,0,1,0,2,162,2279,135000
7570,4,1964,993,813,1,0,2,324,2916,144750
8604,2,1978,941,0,1,1,2,200,1807,145000
7936,3,1963,1045,0,1,1,1,472,1546,127000
6600,2,1962,894,0,1,0,1,0,1968,109500
3950,3,1926,818,406,1,0,1,400,2248,115000
10440,2,1910,682,548,1,0,2,432,3366,110000
4080,3,1935,861,517,1,0,1,0,2301,128900
10307,4,1910,972,972,2,1,2,400,2920,103500
5720,3,1941,676,455,1,0,1,240,2040,66500
15660,3,1910,810,496,1,0,2,0,2248,130000
9900,3,1910,764,700,2,0,0,576,1872,129000
6406,3,1939,868,690,1,0,2,308,2096,150000
6600,4,1892,1378,994,2,0,1,256,2198,107500
7627,4,1920,1101,600,2,0,0,288,1722,94550
7596,4,1952,960,1000,2,0,2,308,612,124500
3378,3,1946,707,682,1,0,1,0,1568,135000
10134,3,1910,801,646,1,0,0,273,1076,103000
6000,2,1953,936,0,1,0,2,287,1416,93000
6000,3,1950,768,560,1,0,1,0,2188,129500
6000,3,1954,811,576,2,0,1,720,2187,93000
7404,2,1920,861,0,1,0,2,240,2004,80000
5925,1,1940,612,0,1,0,1,360,2987,45000
5925,2,1910,600,368,1,0,0,864,3880,37900
5784,2,1938,886,0,1,0,1,357,2924,91300
8520,2,1923,792,0,1,0,1,280,1912,99500
4456,2,1920,736,716,2,0,0,424,2658,113000
9600,3,1910,833,677,2,0,2,0,1440,87500
3500,2,1947,720,564,1,0,1,324,2132,110000
8100,2,1898,1075,1063,2,0,2,280,2044,106000
11700,4,1880,1320,1320,1,0,4,456,2837,265979
8400,3,1900,1090,917,2,0,1,207,2016,160000
3600,3,1917,664,624,1,1,1,640,2262,119000
17671,4,1882,916,826,1,0,2,0,1440,168000
3300,2,1910,816,0,1,0,0,0,1042,58500
9000,3,1920,832,650,1,0,2,528,2900,143000
7200,2,1910,1022,0,1,1,1,216,2454,85000
8820,2,1890,1188,561,1,0,2,672,2500,124900
5400,3,1920,1044,0,1,0,1,336,1951,119000
9720,4,1910,780,741,1,0,3,192,1904,146500
7879,2,1920,720,0,1,0,0,240,1996,34900
9392,2,1900,797,0,1,0,0,624,1874,44000
21384,3,1923,1072,504,1,2,2,216,2232,223500
6615,3,1923,1432,0,1,0,1,280,2192,149000
7264,3,1925,952,596,2,0,2,320,1610,205000
4960,3,1930,1001,653,2,0,1,180,1788,137000
8854,2,1916,952,0,1,0,1,440,2446,121000
6000,3,1936,757,567,1,0,1,576,2466,128000
6000,2,1937,786,390,1,0,2,240,2457,134900
6000,3,1925,884,464,1,1,1,0,1064,117000
6000,4,1939,825,587,1,0,1,180,1590,132500
6000,3,1924,822,320,1,0,1,264,1955,93000
6000,2,1926,904,0,1,0,1,250,2534,119000
6911,2,1924,1301,0,1,0,2,1184,2144,100000
6120,3,1936,1067,472,1,0,2,441,2978,141500
6120,3,1935,989,584,1,0,1,532,2747,133000
6120,1,1936,800,0,1,0,0,576,2816,60000
6120,2,1931,875,0,1,1,1,164,2736,105000
6120,2,1925,995,0,1,0,1,216,2616,115000
6120,3,1938,994,588,2,0,1,0,2613,150000
8635,2,1925,1072,0,1,1,5,0,3168,126500
11888,5,1916,1445,689,2,0,2,316,2650,214500
11414,3,1910,1136,883,1,0,2,539,1628,167500
8094,3,1915,1048,720,2,0,2,379,1910,155000
2500,4,1915,916,910,1,1,1,0,2884,155000
9928,3,1915,1272,672,2,0,1,384,2870,179900
5520,5,1912,929,929,1,0,0,0,1750,104000
3000,4,1922,1088,1040,2,0,0,308,2101,62500
6876,4,1927,1146,784,2,1,1,220,1264,149000
6240,2,1925,848,0,1,0,2,0,2400,103000
5775,3,1915,741,686,1,0,1,0,2400,123000
5852,6,1902,978,886,2,0,0,252,2304,97500
5160,3,1927,1204,462,1,0,1,0,1587,135000
5160,1,1923,892,0,1,1,0,300,2041,70000
10320,3,1915,754,649,1,1,1,226,1697,116000
4280,2,1946,704,0,1,0,1,480,1984,88750
10800,3,1987,1200,0,3,3,0,480,2242,179000
10800,3,1987,1200,0,3,3,0,440,2601,179000
10547,2,1978,1152,0,2,2,1,668,2104,159900
10020,1,1922,904,0,0,1,0,288,1763,61000
6629,3,1925,697,672,2,1,1,504,1490,103600
9780,4,1934,687,425,2,1,1,576,1716,63000
12886,3,1963,1464,0,2,0,2,528,1700,175000
8816,3,1963,1121,0,1,1,2,288,2184,139000
11184,3,1978,918,765,2,0,2,384,2067,172500
11625,3,1967,1052,0,1,0,1,480,2276,113500
7800,3,1967,899,0,1,0,1,336,2896,130000
8014,3,1978,1034,0,1,0,2,0,660,149900
7252,2,1982,858,0,1,1,2,304,2892,134900
8740,2,1982,860,0,1,1,2,452,2910,137000
11616,3,1962,1092,0,1,0,1,284,2363,139000
15400,4,1961,904,611,2,0,1,539,1722,165000
15312,3,1960,1138,0,1,0,2,303,3484,148000
15584,4,1956,2071,0,1,0,1,452,1733,165000
9000,2,1947,660,0,1,0,0,498,1383,63900
11250,5,1957,1104,684,1,1,1,480,3125,161500
25095,1,1968,1473,0,1,2,1,340,2146,143000
17140,3,1956,1229,0,1,0,1,350,2552,135000
12342,1,1940,861,0,1,0,2,240,2386,82500
10708,2,1955,1867,0,1,1,1,234,1344,190000
13680,4,1955,1733,0,2,0,2,252,2178,139600
15635,2,1954,1383,0,1,0,2,290,845,122000
9855,3,1956,1689,0,1,0,2,266,2098,127500
9571,2,1956,1073,0,1,1,1,281,2484,121500
9571,3,1958,1276,0,1,0,1,280,1818,60000
9350,3,1946,892,747,1,0,1,296,2265,154400
9340,2,1941,672,0,1,1,1,462,2115,113000
7440,3,1954,1089,0,1,1,1,576,1858,125000
11500,3,1957,845,0,1,0,1,612,3628,84000
4235,2,1984,1049,0,2,1,1,701,4354,139500
11409,3,1949,1148,568,1,0,1,425,2515,131000
9060,2,1939,698,560,1,0,1,473,2958,105000
9084,4,1940,755,755,1,1,1,466,3148,108000
10778,1,1990,1061,0,1,1,2,576,2016,162000
19255,2,1983,1338,0,1,0,2,410,1535,156500
12327,1,1983,1496,636,1,1,2,528,2310,316600
14684,3,1990,2196,0,2,0,3,720,2228,271900
9317,3,1993,1006,769,2,1,2,400,1535,213000
10560,3,1993,1079,800,2,1,2,400,1535,239900
9828,3,1995,1142,878,2,0,2,528,2240,239500
26400,4,1880,1288,728,1,0,2,672,2323,131000
7018,4,1979,1535,0,2,0,2,400,1513,118964
7018,2,1979,1224,0,0,2,2,820,3955,153337
7018,6,1979,1114,1114,2,0,2,820,3955,147983
7018,4,1979,1535,0,2,0,2,820,3955,118858
7018,4,1979,1535,0,2,0,2,1138,3235,118858
7018,6,1979,1120,1120,2,0,2,826,3423,142953
7040,2,1979,1229,0,0,2,2,860,3252,148325
7007,4,1979,1513,0,2,0,2,846,3440,113722
11855,6,2000,1168,1619,4,2,4,904,2936,269500
7939,6,2000,1168,1619,4,2,4,578,2634,269500
7976,6,2000,1168,1619,4,2,4,524,3676,269500
10933,1,2009,1680,0,1,1,3,702,3600,323262
10637,3,2007,1718,0,2,1,3,660,3208,297000
10226,3,2008,1630,0,2,1,3,662,2572,295493
10816,3,2008,1720,0,2,1,3,810,2508,332000
9178,3,2008,1468,0,2,0,3,632,2464,239900
10769,3,2007,866,902,2,0,2,844,2996,212000
11422,3,2007,1838,0,2,1,2,440,2126,272500
11923,2,2007,1800,0,2,0,2,569,3162,239000
8814,3,2006,1604,0,2,1,2,525,3208,220000
6762,2,2007,1290,0,2,1,2,538,3139,200000
10324,2,2008,1254,0,2,1,3,576,2080,221800
7314,2,2007,1232,0,2,1,2,440,1980,194500
11645,3,2005,1498,0,2,0,3,470,2692,237000
11646,3,2005,704,718,2,0,2,550,2460,173000
12800,2,1989,1644,0,2,1,2,539,2926,275000
16698,3,1992,944,815,2,1,2,672,2194,233500
28698,3,1967,1160,966,2,0,2,480,1980,185000
12464,3,1996,1040,0,1,1,2,546,2645,152000
9757,3,1994,990,0,1,1,1,577,2991,143000
15426,3,1997,928,836,2,1,2,666,2862,231500
10667,3,1996,827,834,2,1,2,492,2700,212000
14753,3,1998,1463,0,2,1,2,493,2491,207000
10859,3,1994,1097,0,1,0,2,544,3146,145000
8072,3,1994,990,0,1,1,2,622,2784,138000
10400,3,1998,866,913,2,0,2,605,2843,197900
10335,3,1999,1501,0,2,1,2,577,2875,204000
9017,3,1999,1431,0,2,1,2,608,2984,192000
8750,3,1998,928,844,2,1,2,0,2080,200000
8935,3,2002,831,829,2,0,2,343,1814,195000
9808,3,2002,1573,0,2,1,2,444,1828,227000
12420,3,2001,944,896,2,1,2,484,2080,230000
16285,3,2001,1430,0,2,0,2,336,1728,187100
10739,3,2002,1444,0,2,1,2,252,2536,203000
11166,3,2001,1492,0,2,0,2,338,1728,201000
8430,3,1978,1040,0,2,0,0,600,1788,124000
16269,3,1978,907,0,1,0,1,396,1536,140000
6950,2,1979,914,0,1,1,2,396,1536,134900
8800,3,1977,1040,0,2,0,2,1231,3180,150500
7000,3,1978,864,0,1,1,1,570,3252,136500
9286,3,1977,1268,0,1,0,1,522,3541,143500
15523,3,1972,864,0,1,1,1,531,3171,133500
7200,2,1972,894,0,1,0,2,736,3593,123000
7200,2,1972,768,0,1,0,1,550,2565,133900
8445,2,1972,768,0,1,1,2,608,2814,133000
11664,3,2002,1611,0,2,1,3,521,2975,250000
12334,4,2003,1068,1116,2,0,2,478,3008,254750
11838,3,2001,1788,0,2,0,2,523,3650,236500
11885,3,2001,1299,573,2,1,2,511,2834,261500
11050,3,2000,1476,677,2,1,3,645,3091,313000
8749,3,2002,840,885,2,0,2,512,2596,198500
11250,3,2001,944,926,2,0,2,573,2424,211000
15750,2,1999,1513,0,2,1,2,451,3260,220000
11883,3,1996,1504,0,2,1,2,420,1696,203000
12782,3,2002,1828,0,2,1,2,420,1696,279500
8750,3,1997,1417,0,2,1,2,810,3180,210000
9375,3,1997,1057,977,2,1,2,572,2592,219500
8750,2,1996,909,807,2,0,2,570,3000,191000
9100,3,2001,1212,0,2,0,2,540,2214,178000
9750,3,2000,1630,0,2,0,2,440,2004,213000
4435,1,2003,848,0,1,1,2,520,1126,144000
4435,1,2003,848,0,1,1,2,480,2972,140000
10200,3,2007,1602,0,2,1,3,288,1632,293200
9313,3,2004,864,864,2,0,2,672,1922,190000
8487,3,2004,1500,0,2,0,2,440,2116,190000
8633,3,2005,738,738,2,1,2,544,2163,173500
11069,3,2007,608,788,2,0,2,352,2166,170000
8777,2,1949,1126,0,2,0,2,768,3396,108000
9937,3,1964,1486,0,1,1,2,525,1619,167000
8877,2,1938,816,0,1,1,1,0,1396,100000
7301,4,2003,495,1427,3,0,2,320,1752,198500
7950,3,1977,698,728,1,0,2,195,2446,159500
10682,3,1960,1149,0,1,1,1,240,1529,127000
7200,3,1976,1125,0,1,1,1,0,1728,125000
13286,3,2007,1698,0,2,1,3,528,944,320000
3675,2,2005,1072,0,1,1,2,0,3356,145500
9405,2,1947,698,0,1,0,0,313,2710,118000
6410,3,1959,876,0,1,0,1,288,1632,85000
11767,3,1950,1368,0,1,1,1,528,1880,120000
8405,4,1945,1088,441,2,0,1,256,2018,98000
4060,2,1922,864,0,1,0,0,660,2588,99900
10206,2,1952,944,0,1,0,2,250,2100,82000
10926,6,1959,1678,0,2,0,0,281,2313,119900
11767,2,1956,1560,0,1,0,1,246,728,103500
8926,3,1956,960,0,1,0,1,240,2267,112000
12354,3,1920,684,512,1,0,2,672,3509,110000
8212,3,1941,854,444,1,0,1,180,1825,122000
10998,3,1941,984,620,2,0,2,576,3103,117000
6300,3,1938,832,436,1,0,1,440,2048,160000
4500,3,1932,848,672,1,0,1,216,2584,159434
8400,1,1920,438,0,1,0,1,576,1695,60000
9900,3,1940,944,545,2,0,1,342,2809,139500
15863,5,1920,1687,998,2,1,2,216,2338,197000
5707,3,1935,647,595,1,0,1,215,1828,105000
7804,4,1928,1328,653,2,1,2,282,3356,135000
8574,3,1916,1232,0,1,0,2,440,2407,147500
6171,3,1925,1160,448,2,0,1,213,2265,137450
7200,3,1936,575,560,1,1,2,256,2036,155000
7558,3,1928,1172,741,1,0,2,307,2546,177000
6292,3,1928,877,600,2,0,1,432,1840,145000
7155,3,1918,628,600,1,0,1,186,2074,137000
10918,3,1926,1276,804,1,0,1,400,3400,234000
13680,2,1940,840,727,1,1,2,390,2224,205000
7500,3,1942,753,741,1,0,1,234,2268,177500
9600,2,1940,976,332,1,1,1,463,3122,160000
14680,2,1960,1273,0,1,0,1,295,2590,155000
13360,2,1921,964,0,1,1,2,300,2244,163500
7681,3,1921,820,523,1,0,1,576,3216,154900
8145,5,1940,1240,1240,2,0,2,452,1548,205000
9100,2,1954,1112,0,1,1,1,462,1790,144800
12000,3,1941,860,704,1,0,1,462,1790,174500
13339,3,1960,1561,0,2,1,2,462,1790,193000
15600,3,1949,986,537,2,1,1,501,2554,158000
14000,3,1950,1152,0,1,0,1,551,4168,158500
17500,3,1954,1906,0,1,1,2,540,2560,224000
1733,2,1980,516,516,1,0,2,468,2016,115000
1488,2,1980,561,668,1,1,2,576,2616,137000
1612,2,1980,561,668,1,0,2,189,1788,121000
1300,2,1980,561,668,1,0,2,0,2026,124000
13607,3,1986,1182,800,2,1,2,200,1144,208000
17597,3,1971,2365,0,2,1,2,482,3244,315000
21695,3,1988,1680,0,2,1,2,280,810,222000
10690,3,1920,672,672,1,0,1,642,3159,147000
8660,5,1900,928,928,2,0,2,670,3583,123000
6402,3,1920,596,596,1,0,1,550,3420,78000
8470,2,1915,1013,0,1,0,0,560,2765,85000
10200,2,1925,572,0,1,0,1,351,1828,75000
3843,2,2007,1648,0,2,1,2,541,2244,230000
21780,1,1910,810,0,1,0,1,539,1734,57625
10125,3,2000,1040,1012,2,0,3,497,2405,251000
12822,1,2003,1518,631,1,1,2,672,3177,239686
12118,3,2004,1710,0,2,0,2,525,2163,240000
12209,3,2001,804,1157,2,1,2,513,4172,215000
9750,2,1977,926,0,1,1,1,912,3240,156450
9360,2,1977,1287,0,1,1,2,650,2538,173000
10125,4,1977,1302,432,2,0,2,780,4226,126000
9947,3,1990,1217,0,2,1,2,885,3282,173000
11070,2,1991,1595,0,2,1,2,610,2932,152000
14375,3,1958,1344,0,1,0,2,576,2804,137500
215245,3,1965,2036,0,2,2,2,440,2949,375000
12898,2,2007,1620,0,2,1,3,578,3124,315500
13159,3,2009,846,846,2,0,2,471,2563,224500
13438,3,2008,2036,0,2,1,3,486,2926,410000
14463,3,2008,1641,0,2,1,3,765,3676,316500
8925,3,2007,1466,0,2,0,3,920,3956,201000
11457,3,1988,1412,0,2,1,2,384,2016,175000
9839,3,1980,1375,862,2,0,2,336,1771,204000
14419,3,1987,1479,0,2,2,2,412,2408,213500
6853,2,2001,1296,0,2,1,2,402,2448,220000
9157,3,2003,1072,942,2,0,2,297,1450,170000
14601,2,2006,1838,0,2,1,3,288,1738,315000
12633,2,2007,1978,0,2,1,3,286,1260,425000
12518,3,1968,1008,0,1,0,1,504,2592,139500
21750,3,1960,1771,0,1,0,2,286,1260,115000
4500,2,1998,1204,0,2,1,2,0,1890,162000
4500,2,1999,1224,0,2,1,2,286,1638,165000
1596,2,1973,526,462,1,1,1,336,1592,91000
9858,3,1968,874,0,1,1,1,429,1475,130000
1526,1,1970,630,0,1,1,1,602,2207,86000
13383,3,1969,1404,0,2,0,2,0,1666,160000
1477,1,1970,630,0,1,1,1,698,1711,80000
1533,3,1970,798,546,1,0,0,480,2158,97000
2217,3,1970,546,546,1,0,1,440,1911,88000
7689,2,1972,796,0,1,0,1,714,3134,131900
7706,2,1993,1091,0,1,0,1,898,2416,131250
9101,1,1978,1110,0,1,1,2,601,2598,165500
8780,3,1985,833,0,1,1,0,550,3322,112000
7669,2,1992,883,0,1,1,2,576,3064,149000
14115,1,1993,796,566,1,1,2,470,2530,143000
10429,3,1992,624,663,1,0,2,420,2150,130000
9819,2,1977,1567,0,2,1,2,472,2530,196000
10457,4,1969,784,848,1,0,2,472,2581,173000
11029,3,1958,1414,0,1,1,2,386,2552,176500
12925,4,1970,2117,0,2,0,2,404,2732,237500
11075,4,1969,1092,1020,2,0,2,406,2175,206900
8702,3,1997,926,678,2,0,2,682,3186,187500
8139,3,1995,680,790,2,0,2,528,3346,165000
9535,3,1998,926,678,2,0,2,462,2674,195500
9042,3,1998,943,695,2,1,2,506,2560,192000
15038,3,1996,916,720,2,0,2,470,2530,173000
14137,3,1996,1384,0,2,1,2,460,2565,177900
21872,3,1996,729,717,2,0,2,431,2431,175000
4923,0,2001,1593,0,1,1,2,409,2607,286000
6264,1,1997,1682,0,1,1,2,416,2545,247900
5395,2,1993,1337,0,2,1,2,472,2456,180000
5070,2,1992,1280,0,2,0,2,462,2674,180000
10839,3,1997,926,678,2,0,2,683,3668,181000
11184,3,1998,932,701,2,0,2,656,3626,183000
8000,3,1995,773,885,2,1,2,670,3768,188000
10832,3,1994,1086,809,2,0,2,495,3106,194500
14067,3,1991,851,858,2,1,2,557,3420,185000
4671,2,1988,1228,0,2,1,2,738,2976,189000
5950,2,1989,1337,0,2,1,2,542,2884,188500
13543,5,2005,1168,1332,3,0,3,528,3363,355000
11198,4,2005,1134,1370,2,0,3,576,2844,325000
15401,2,2004,1884,0,2,1,3,598,2520,387000
31220,3,1952,1474,0,1,0,2,550,4112,115000
8118,2,2007,1710,0,2,1,2,551,3564,334000
47280,3,1950,1488,0,2,0,2,619,4202,133000
20544,3,1986,1236,857,2,0,2,461,2422,215000
12680,2,1988,1688,0,2,1,2,540,2252,226500
12090,3,1981,1422,0,2,0,2,489,2782,175500
10825,3,1983,1260,0,2,1,2,484,2028,181900
18559,3,1978,2064,0,2,1,2,1314,4260,235000
14450,3,1979,1782,0,2,0,2,478,2716,220000
12227,4,1977,1542,1330,2,1,2,473,2888,272000
13068,3,1976,1211,0,2,1,2,483,2767,161000
15611,3,1977,1126,0,2,0,2,439,2354,175000
10400,3,1980,1277,767,2,0,2,787,3576,185000
9743,3,1969,720,588,1,0,2,480,2688,146900
12511,4,1978,1420,1420,2,0,4,460,2108,292500
11361,3,1976,1523,0,2,0,2,288,1872,180000
10400,2,1976,1444,0,2,0,2,576,1728,159900
10480,4,1976,1098,866,2,0,2,576,1728,205000
10000,3,1973,1178,0,1,0,2,511,2742,157000
14311,4,1996,1236,1104,2,1,3,264,1470,306000
9000,4,1974,896,896,2,0,2,264,1470,133000
9750,3,1969,1054,0,1,1,2,352,1470,151000
10295,2,1969,936,0,1,0,1,280,1470,111900
7560,3,1971,864,0,1,1,2,264,1470,123000
12735,3,1972,864,0,1,0,2,264,1470,111250
4060,2,1998,1337,0,2,1,2,264,1932,181000
1680,2,1973,483,504,1,0,1,440,2138,103400
